Дата выдачи,Подразделение,Контракт,Sum of Первоначальная сумма займа,Sum of Ежемесячный платеж,Sum of Кол-во дней просрочки (фактическое),Кредитный продукт
2019-07-16 00:00:00,Тойота Центр Шымкент,11507190061,9865999,259522,14,Tested/Select ПВ 20-39.9% / Срок 54-60 м. - БУ
2022-08-03 00:00:00,Тойота Центр Алматы,11507210232R01,4118617,279657,38,ПВ 40%+ / Срок 12-84 м. БПД
2023-02-20 00:00:00,Тойота Центр Актау,11510210336R01,15007252,239594,39,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2021-11-18 00:00:00,Тойота Центр Астана,11511210319,8993875,214439,130,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-11-16 00:00:00,Тойота Центр Шымкент,11511220078,17821100,478331,46,Easy c КАСКО ПВ 20%+/ Срок 36 мес/ Без забот
2022-12-19 00:00:00,Тойота Центр Шымкент,11512220333,30134842,604535,11,Easy Flex ПВ 20%+/ Срок 12 мес
2022-12-20 00:00:00,Тойота Центр Жетісу,11512220408,13397497,266277,102,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2022-02-18 00:00:00,Тойота Центр Жетісу,11602220169,15750000,406070,11,ПВ 20-39.9% / Срок 12-84 м / Без забот-БПД
2022-02-18 00:00:00,Тойота Центр Жетісу,11602220177,13720000,353731,11,ПВ 20-39.9% / Срок 12-84 м / Без забот-БПД
2022-02-22 00:00:00,Тойота Центр Алматы,11602220235,10100000,225270,37,ПВ 20-39.9% / Срок 12-84- НА-повторные
2023-02-17 00:00:00,Тойота Центр Астана,11602230135,15779875,480762,11,Стандарт / ПВ 20%+ / Срок 12-84м / PS / Без забот / АСП / 11_22
2023-02-23 00:00:00,Mycar Raiymbek,11602230408,19380956,401762,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-03-17 00:00:00,Тойота Центр Шымкент,11603220341,14070318,360628,74,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2023-03-17 00:00:00,Тойота Центр Қостанай,11603230019,47769613,1191550,11,Easy с КАСКО Повторный / ПВ 20-65% / Срок 24м / 11_22
2023-06-08 00:00:00,Тойота Центр Алматы,11603230308R02,7530675,172498,10,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-04-19 00:00:00,Тойота Сити,11604210085,15225000,575182,4,ПВ 40%+ / Срок 60 м. НА-БП
2022-05-17 00:00:00,Тойота Сити,11605220067,14905878,443363,11,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-05-17 00:00:00,Тойота Сити,11605220091,8968443,11148343,45,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-20 00:00:00,Mycar Astana,11606220215,5908382,7344493,11,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-20 00:00:00,Subaru Astana,11606220405,15396294,19138569,11,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-07-21 00:00:00,Тойота Сити,11607210223,12217579,192263,7,ПВ 20-39.9% / Срок 12-84- НА-повторные
2022-07-18 00:00:00,Тойота Центр Жетісу,11608210024R01,6585200,154181,1,ПВ 40%+ / Срок 12-84 м / Без забот-Н/А
2022-08-26 00:00:00,Тойота Центр Алматы,11608210206R01,30518466,858976,221,ПВ 40%+ / Срок 12-84 м. БПД
2019-10-22 00:00:00,Тойота Центр Кызылорда,11610190164,19998898,99734,8,ПВ 20-39.9% / Срок 54-60 м.-БПД
2020-12-24 00:00:00,Тойота Центр Шымкент,11610200096R01,10609686,289474,4,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2021-11-17 00:00:00,Тойота Центр Шымкент,11611210136,11495022,242118,71,Easy с КАСКО ПВ 40-50%/ Срок 36 мес
2021-11-18 00:00:00,Тойота Центр Шымкент,11611210177,19763089,23776158,225,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-11-17 00:00:00,Тойота Центр Павлодар,11611210193,8513650,10247166,225,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-11-24 00:00:00,Тойота Центр Астана,11611220176,19037325,478267,7,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 11_22
2023-01-26 00:00:00,Тойота Центр Өскемен,11701220177R01,12604118,748059,11,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-01-18 00:00:00,Тойота Сити,11701220268,6816250,188876,11,ПВ 40%+ / Срок 12-84 м.-Б/У
2022-01-18 00:00:00,Тойота Центр Шымкент,11701220326,6674048,8095840,164,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-01-24 00:00:00,Тойота Центр Шымкент,11701230077,21827374,2087424,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / 11_22
2023-05-24 00:00:00,Тойота Центр Жетісу,11701230267R01,6700000,179323,3,Dealer Staff / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-07-28 00:00:00,Тойота Центр Өскемен,11702220283R01,19840613,450690,2,Easy с КАСКО ПВ 20-39.9%/ Срок 24 мес
2023-03-20 00:00:00,Тойота Сити Астана,11703230141,11166863,282057,10,Easy с КАСКО / ПВ 20-65% / Срок 24м / АСП / 11_22
2023-04-18 00:00:00,Тойота Центр Өскемен,11704230447,32018745,1217052,11,Easy с КАСКО / ПВ 20-65% / Срок 24м / АСП / 11_22
2021-05-18 00:00:00,Тойота Центр Жетісу,11705210018,9797000,274849,11,ПВ 20-39.9% / Срок 12-84 м / Lexus Almaty-БПД
2020-06-19 00:00:00,Тойота Центр Жетісу,11706200166,12050220,332317,4,Стандарт с КАСКО ПВ 20-39.9%+/12-84 м/Без забот-Н
2021-06-18 00:00:00,Тойота Центр Шымкент,11706210264,13314355,346848,11,КАСКО ПВ 30-39.9% 24
2021-06-21 00:00:00,Тойота Центр Атырау,11706210363,8645600,257694,9,ПВ 20-39.9% / Срок 12-84 м / ТЦ Атырау
2021-06-21 00:00:00,Тойота Сити Астана,11706210454,14936446,377730,9,Easy ПВ 20-39.9%/ Срок 24 мес
2022-06-20 00:00:00,Mycar Astana,11706220107,8582248,10668278,11,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-22 00:00:00,Subaru Astana,11706220164,8805913,10946308,9,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-21 00:00:00,Тойота Сити,11706220321,32287500,799453,9,ПВ 40%+ / Срок 12-84 мес БПД
2020-08-21 00:00:00,Тойота Центр Шымкент,11708200040,10523190,310247,2,КАСКО ПВ 30-39.9% 24
2020-09-14 00:00:00,Тойота Центр Шымкент,11708200248,23955000,664139,46,ПВ 40%+ / Срок 12-84 мес БПД
2020-09-18 00:00:00,Тойота Центр Астана,11709200130,6429400,210221,94,Camry/Corolla ПВ 40% + / Срок 60 мес
2022-02-21 00:00:00,Lexus Aktobe,11709200353R01,23424055,295528,130,КАСКО ПВ 30-39.9% 24
2022-11-21 00:00:00,Тойота Центр Кызылорда,11711220092,27732375,2639354,9,Стандарт с КАСКО ПВ 20-39.9%/ Срок 12-84 мес/ Без забот
2022-04-15 00:00:00,Тойота Сити,11712190062R01,12258883,283878,288,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-12-21 00:00:00,Mycar Astana,11712220117,13855484,296485,7,Easy Flex ПВ 20%+/  Срок 12 мес
2023-01-24 00:00:00,Тойота Центр Қостанай,11801230134,11288844,218917,38,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-01-19 00:00:00,Тойота Центр Актау,11801230217,17097460,1626756,4,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-01-19 00:00:00,Тойота Центр Шымкент,11801230233,7650000,292937,11,Dealer Staff / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-01-20 00:00:00,Тойота Центр Шымкент,11801230365,7077625,156671,11,Easy с КАСКО / ПВ 20-65% / Срок 36м / Без забот / АСП / 11_22
2021-02-22 00:00:00,Тойота Центр Алматы,11802210077,8302200,225720,4,ПВ 40%+ / Срок 12-84 мес БПД
2022-02-22 00:00:00,Тойота Центр Уральск,11802220217,16401066,346822,73,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2021-03-19 00:00:00,Тойота Центр Өскемен,11803210118,7276332,173376,15,ПВ 10%+ /Срок 12-60 м. Даму
2021-03-29 00:00:00,Тойота Центр Павлодар,11803210225,14359758,342283,400,ПВ 10%+ /Срок 12-60 м. Даму
2023-03-24 00:00:00,Тойота Центр Шымкент,11803230082,20932374,419924,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2019-04-19 00:00:00,Тойота Центр Актау,11804190095,14180102,353707,10,ПВ 20-39.9% / Срок 54-60 м.-БПД
2021-11-01 00:00:00,Тойота Центр Актобе,11804190129R02,5217537,169008,10,Comfrot 24 ПВ 40-65% БП
2023-04-27 00:00:00,Тойота Сити Астана,11804220272R01,14875415,318097,3,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-04-19 00:00:00,Тойота Центр Кызылорда,11804220454,25893752,641057,11,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2023-04-19 00:00:00,Тойота Сити,11804230016,9020000,262024,1,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2023-04-21 00:00:00,Тойота Центр Қостанай,11804230214,26778638,501393,11,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2021-05-25 00:00:00,Тойота Центр Шымкент,11805210322,12568751,307997,4,КАСКО ПВ 30-39.9% 24
2021-05-19 00:00:00,Тойота Центр Шымкент,11805210371,6173423,139815,70,КАСКО ПВ 40-65%-БПД
2022-05-19 00:00:00,Lexus Almaty,11805220107,13993044,17747655,44,Отсрочка ПВ 20%+/Срок 12 м/ Без забот-БУ PS
2021-07-29 00:00:00,Тойота Центр Өскемен,11806190200R05,6841580,142248,1,Comfort 24 RAV4 ПВ 40-65% БПВ
2021-06-18 00:00:00,Тойота Центр Шымкент,11806210040,7575000,218389,14,Tested/Select ПВ 40%+ / Срок 12-84 м. БУ/Анн
2021-06-21 00:00:00,Тойота Центр Атырау,11806210057,16947574,364049,9,Сorolla/Camry/Rav 4 ПВ 20-39.9%+ / 12-84/ Атырау
2022-06-28 00:00:00,Тойота Центр Астана,11806220072R01,3895000,78007,312,ПВ 40%+ / Срок 12-84 м. БПД
2019-07-22 00:00:00,Тойота Центр Актобе,11807190241,10453042,260374,161,ПВ 20-39.9% / Срок 54-60 м.-БПД
2020-10-20 00:00:00,Тойота Центр Павлодар,11807190282R05,10236427,126114,10,ПВ 40%+ / Срок 54-60 м.-БПД
2022-07-20 00:00:00,Тойота Центр Алматы,11807220287,18225000,499304,39,ПВ 20-39.9% / Срок 12-84
2022-10-20 00:00:00,Hyundai Astana,11810220076,17013073,437213,130,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-10-31 00:00:00,Тойота Центр Қостанай,11810220282,38200848,1404449,1,Easy с КАСКО ПВ 40-50%/ Срок 24 мес Повтор.
2021-11-23 00:00:00,Тойота Сити Астана,11811210431,14170685,337466,340,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-12-22 00:00:00,Тойота Центр Шымкент,11812220058,19905102,412627,7,Easy Flex ПВ 20%+/  Срок 12 мес
2022-01-20 00:00:00,Тойота Сити,11901220019,15172716,18718489,161,Отсрочка ПВ 20%+/Срок 12 м-БУ PS
2022-01-20 00:00:00,Тойота Центр Павлодар,11901220233,11556979,14025757,161,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-01-19 00:00:00,Jaguar Land Rover Almaty,11901230026,8953139,201046,10,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-01-23 00:00:00,Тойота Центр Есиль,11901230463,7493621,145319,8,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2021-03-25 00:00:00,Тойота Центр Актау,11903210257,9840000,289964,4,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2021-04-20 00:00:00,Тойота Центр Шымкент,11904210041,14372161,535861,10,Стандарт с КАСКО ПВ 40% + / Cрок 12-84 мес-БПД
2021-04-22 00:00:00,Тойота Сити,11904210306,9051672,186591,2,Comfort 24 КАСКО ПВ 40-65% Н/А
2021-04-22 00:00:00,Тойота Центр Шымкент,11904210470,9046368,186962,9,Comfort 24 КАСКО ПВ 40-65% Н/А
2022-04-20 00:00:00,Тойота Центр Павлодар,11904220057,6879288,183621,10,Tested/Select ПВ 40%+ / Срок 12-84 м. БУ/Анн
2023-04-24 00:00:00,Тойота Центр Актобе,11904230270,21747425,642786,4,Easy с КАСКО/ ПВ 20-65% / Срок 24м / PS / 11_22
2021-05-24 00:00:00,Тойота Центр Алматы,11905210321,5839000,94302,67,Сorolla/Camry/Rav 4 ПВ 40%+ БПД
2022-05-24 00:00:00,Тойота Центр Жетісу,11905220171,12120000,336331,4,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м/Без забот
2019-06-27 00:00:00,Тойота Центр Алматы,11906190142,5724500,51165,1,Camry 06.16 ПВ 40%+ / Срок 54-60 м.БПД
2021-06-23 00:00:00,Тойота Центр Алматы,11906210064,10967400,262169,148,ПВ 20-39.9% / Срок 12-84-НА
2021-07-22 00:00:00,Тойота Центр Жетісу,11907210220,12061016,280654,127,Стандарт с КАСКО ПВ 20-39.9%+/12-84 м/Без забот-Н
2022-07-25 00:00:00,Тойота Центр Шымкент,11907210295R01,15325134,348839,67,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2022-07-20 00:00:00,Тойота Центр Алматы,11907220377,16968517,420689,98,ПВ 20+% Toyota/Lexus / Срок 12-84-Повторные-Б/У
2022-03-25 00:00:00,Тойота Сити Астана,11908190306R06,18834589,43411,2,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-08-23 00:00:00,Тойота Сити,11908220285,4949766,131230,7,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2021-09-21 00:00:00,Тойота Центр Есиль,11909210053,10854238,250662,9,ПВ 20-39.9% / Срок 12-84 м / Без забот
2020-10-21 00:00:00,Тойота Центр Алматы,11910200044,6160000,194948,38,ПВ 40%+ / Срок 12-84 мес БПД
2021-10-22 00:00:00,Тойота Центр Қостанай,11910210175,16756320,404300,8,Стандарт с КАСКО ПВ 10-19.9% + / Cрок 12-84 мес
2022-10-21 00:00:00,Тойота Центр Шымкент,11910220463,11621666,1204516,9,Стандарт с КАСКО ПВ 20-39.9% + /Cрок 12 мес
2021-05-13 00:00:00,Тойота Центр Алматы,11911200092R02,4870000,64747,7,ПВ 40%+ / Срок 12-84 мес БПД
2020-11-23 00:00:00,Тойота Сити Астана,11911200134,10544400,257788,2,ПВ 20%+ / Срок 18-84 м.
2022-12-26 00:00:00,Тойота Центр Астана,11912220362,17719518,364322,4,Easy Flex ПВ 20%+/ Срок 12 мес/Без забот
2023-01-23 00:00:00,Тойота Центр Алматы,12001230015,23750788,685557,7,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / 11_22
2023-01-23 00:00:00,Тойота Центр Жетісу,12001230072,25334532,550545,7,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-01-26 00:00:00,Тойота Сити Астана,12001230270,46731288,1049368,3,Easy Flex / ПВ 20%+ / Срок 12м / PS / 01_23
2023-02-22 00:00:00,Тойота Сити Астана,12002230147,9907435,229652,4,Easy Flex / ПВ 20%+ / Срок 12м / PS / 01_23
2023-02-21 00:00:00,Тойота Центр Жетісу,12002230154,8059316,175448,4,Easy Повторный / ПВ 20-65% / Срок 24м / 11_22
2023-02-21 00:00:00,Mycar Raiymbek,12002230246,10908000,613439,4,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-02-23 00:00:00,Тойота Центр Қостанай,12002230295,20951036,434309,4,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2020-04-29 00:00:00,Тойота Сити Астана,12003200107,6038400,102008,1,Corolla/Camry/RAV4 ПВ 40-65% - Comfort 24
2020-05-31 00:00:00,Тойота Центр Шымкент,12003200370R01,8640045,241868,4,КАСКО ПВ 30-39.9% 24
2021-03-26 00:00:00,Тойота Центр Актобе,12003210049,17033025,457192,4,КАСКО ПВ 30-39.9% 36
2023-03-28 00:00:00,Тойота Центр Қостанай,12003230047,17424744,349558,2,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-04-21 00:00:00,Тойота Центр Павлодар,12004220237,13390618,16654341,70,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-04-25 00:00:00,Тойота Сити Астана,12004230152,19518973,424167,4,Easy Flex / ПВ 20%+ / Срок 12м / PS / 01_23
2022-05-23 00:00:00,Тойота Сити Астана,12005220228,9804484,12167926,42,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2018-06-25 00:00:00,Тойота Центр Атырау,1200618023,9896724,246745,7,ПВ 20-39.9% / Срок 54-60 м.-БПД
2019-06-24 00:00:00,Тойота Сити,12006190081,9321840,112934,1,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-06-21 00:00:00,Тойота Центр Шымкент,12006220219,20700900,25718687,11,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-22 00:00:00,Тойота Центр Жетісу,12006220367,13455585,16806572,9,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2020-10-26 00:00:00,Тойота Центр Шымкент,12007200236R03,8361108,228631,4,Стандарт с КАСКО ПВ 40% + / Cрок 12-84 мес-БПД
2022-11-03 00:00:00,Тойота Центр Жетісу,12008210044R01,8849717,299626,7,Сorolla/Camry/Rav 4 ПВ 40%+/ 12-84 м/Без забот
2021-08-23 00:00:00,Тойота Сити Астана,12008210077,22714000,576834,67,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2023-06-20 00:00:00,Тойота Центр Павлодар,12008210168R08,7790000,15660,2,Tested/Select ПВ 40%+ / Срок 12-84 м. БУ/Анн
2021-09-28 00:00:00,Тойота Центр Астана,12009210175,15193575,338683,1,ПВ 20-39.9% / Срок 12-84- НА-повторные
2021-09-24 00:00:00,Тойота Центр Есиль,12009210340,13499250,322514,36,ПВ 20-39.9% / Срок 12-84 м / Без забот
2022-10-22 00:00:00,Тойота Центр Астана,12010220080,20358883,418589,8,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2018-12-24 00:00:00,Тойота Сити Астана,1201218005,16408450,258182,4,Comfrot 24 ПВ 40-65% БП
2022-05-25 00:00:00,Тойота Центр Караганда,12012190133R03,10047434,168766,123,Comfrot 24 ПВ 40-65% БП
2022-12-21 00:00:00,Тойота Сити,12012210014R01,15200552,306196,9,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-12-22 00:00:00,Тойота Сити Астана,12012210121,5023054,6096069,190,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-07-25 00:00:00,Тойота Центр Есиль,12012210196R01,9090000,236924,4,ПВ 40%+ / Срок 12-84 м / Без забот-Н/А
2022-12-21 00:00:00,Тойота Сити,12012220070,12951818,277148,7,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-26 00:00:00,Тойота Центр Астана,12012220187,30465604,626388,4,Easy Flex ПВ 20%+/ Срок 12 мес/Без забот
2022-12-22 00:00:00,Тойота Центр Шымкент,12012220328,25268180,633228,38,Easy / ПВ 20-65% / Срок 36м / 11_22
2022-12-22 00:00:00,Тойота Сити Астана,12012220559,8353888,187590,7,Easy Flex ПВ 20%+/  Срок 12 мес/PS
